From Date,To Date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,BP,SR,TOT-RF,RF,Temp
02-10-2022 00:00,03-10-2022 00:00,48.98,150.55,37.55,6.8,25.38,32.81,7.9,0,45.53,0.31,4.63,,,,1.38,196.5,31.95,68.78,738.56,171.22,,None,28.33
03-10-2022 00:00,04-10-2022 00:00,30.69,122.45,28.71,6.56,20.6,27.51,7.42,0,50.8,0.22,2.95,,,,2.25,187.68,32.01,61.74,738.67,169.61,,None,28.66
04-10-2022 00:00,05-10-2022 00:00,40.54,136.22,115.28,17.22,106.3,56.42,10.37,0,53.86,0.36,4.47,,,,1.06,222.73,32.03,64.55,738.78,151.88,,None,30.14
05-10-2022 00:00,06-10-2022 00:00,68.74,149.38,0,54.32,380.93,0,6.38,0,32.76,0.52,7.29,,,,0.82,212.47,30.59,76.68,738.45,98.76,,None,31.94
06-10-2022 00:00,07-10-2022 00:00,7.74,31.67,169.55,14.4,117.18,76.77,10.23,0,21.45,0.15,1.92,,,,1.56,240.04,29.14,78.95,738.33,96.04,,None,31.93
07-10-2022 00:00,08-10-2022 00:00,4.67,19.94,77.72,12.56,166.26,136.83,6.91,0,17.45,0.14,1.84,,,,1.43,282.18,28.02,88.46,738.19,52.66,,1,30.75
08-10-2022 00:00,09-10-2022 00:00,6.45,12.69,210.73,11.86,127.78,136.65,6.49,0,18.31,0.11,1.56,,,,1.9,283.39,26.82,95.24,738.04,29.95,,5.56,30.74
09-10-2022 00:00,10-10-2022 00:00,1.6,4.36,20.97,3.34,13.87,19.43,0.37,0,18.81,0.1,1.28,,,,1.87,294.72,26.49,96.78,738,38.36,,2.77,31.45
10-10-2022 00:00,11-10-2022 00:00,4.31,10.17,21.04,3.5,13.96,15.65,6.72,0,20.89,0.08,1.23,,,,1.77,276.1,26.71,93.26,738.18,50.82,,1.78,30.48
11-10-2022 00:00,12-10-2022 00:00,23.26,56.21,41.15,6.16,25.75,19.04,10.55,0,12.16,0.32,4.89,,,,0.67,225.34,28.24,90.56,738.29,89.43,,6.8,29.86
12-10-2022 00:00,13-10-2022 00:00,44.29,107.12,50.6,5.22,30.31,23.03,7.47,0,36.09,0.37,6.86,,,,1.19,189.15,29.47,80.01,738.62,146.52,,1,28.8
13-10-2022 00:00,14-10-2022 00:00,46.5,140.67,49.87,2.8,28.73,21.83,10.64,0,55.16,0.31,8.46,,,,1.59,174.57,29.41,68.96,738.64,173.01,,None,29.1
14-10-2022 00:00,15-10-2022 00:00,56.57,155.13,48.27,2.82,27.97,26.18,10.22,0,56.24,0.3,3.54,,,,1.74,181.61,29.7,67.5,738.67,172.44,,None,28.87
15-10-2022 00:00,16-10-2022 00:00,68.42,222.21,60.89,3.42,34.85,32.26,11.37,0,65.43,0.35,4.97,,,,1.18,189.99,29.51,69.25,738.43,166.98,,None,28.49
16-10-2022 00:00,17-10-2022 00:00,99.62,268.08,68.33,3.39,38.3,35.36,10.21,0,59.32,0.56,7.75,,,,0.73,189.74,29.26,69.82,738.8,156.47,,None,29.1
17-10-2022 00:00,18-10-2022 00:00,103.26,280.21,76.2,3.6,42.85,33.95,12.89,0,61.86,0.63,10.33,,,,0.65,205.81,29.12,68.99,738.74,145.41,,None,29.11
18-10-2022 00:00,19-10-2022 00:00,89.54,255.58,80.42,4.75,45.54,36.57,19.1,0,71.22,0.8,17.08,,,,0.85,222.03,28.67,71.16,738.46,147.27,,None,30.13
19-10-2022 00:00,20-10-2022 00:00,109,252.42,84.68,5.49,48.22,38.66,19.86,0,47.1,0.79,17.49,,,,0.69,260.58,28.73,69.66,738.57,145.23,,None,30.52
20-10-2022 00:00,21-10-2022 00:00,115.63,255.17,75.37,12.85,50.13,38.76,28.22,2.28,48.28,0.42,7.12,,,,0.66,267.22,28.59,72.25,738.86,130.73,,None,29.27
21-10-2022 00:00,22-10-2022 00:00,98.38,248.04,68.76,64.3,88.84,41.48,20.31,2.03,49.34,0.55,10.64,,,,0.76,248.59,28.84,68.98,739,138.41,,None,29.47
22-10-2022 00:00,23-10-2022 00:00,119.64,275.77,64.88,46.24,72.12,45.24,18.36,1.86,56.1,0.65,13.9,,,,1.3,186.4,29.25,59.71,739.2,139.67,,None,30.22
23-10-2022 00:00,24-10-2022 00:00,107.04,250.71,71.92,51,79.72,44.06,16.12,1.45,48.95,0.53,7.71,,,,0.63,197.89,27.89,60.32,738.73,134.26,,None,30.65
24-10-2022 00:00,25-10-2022 00:00,119.92,226.91,67.06,26.65,57.33,42.08,31.97,0.65,65.14,0.58,6.89,,,,1.12,188.8,28.66,58.83,738.39,144.12,,None,30.53
25-10-2022 00:00,26-10-2022 00:00,97.15,214.83,62.68,20.99,50.41,50.7,20.23,0.89,78.28,0.43,4.03,,,,1.63,165.48,28.22,56.78,738.36,136.2,,None,31.1
26-10-2022 00:00,27-10-2022 00:00,114.96,242.75,82.99,50.37,85.09,50.07,17.8,1.42,49.46,0.54,6.74,,,,0.72,204.71,27.6,68.56,738.42,122.47,,None,31.62
27-10-2022 00:00,28-10-2022 00:00,147.79,289.46,95.08,79.62,115.3,48.32,23.89,1.8,47.03,0.78,10.48,,,,0.59,233.28,27.45,74.25,738.39,110.05,,None,31.24
28-10-2022 00:00,29-10-2022 00:00,172.96,318.82,89.68,85.46,117.19,49.13,17.29,1.97,42.12,0.93,17.89,,,,0.47,261.33,27.4,75.89,738.4,103.85,,None,31.05
29-10-2022 00:00,30-10-2022 00:00,188.26,359.38,89.56,92.79,123.07,51.51,15.04,2.88,39.91,1.05,15.59,,,,0.57,241.5,27.33,76.97,738.41,97.53,,1,30.94
30-10-2022 00:00,31-10-2022 00:00,181.09,353.19,87.1,89.56,119.14,51.01,15.26,2.31,48.57,1.01,14.84,,,,0.69,236.15,27.26,75.61,738.4,103.98,,None,30.68
31-10-2022 00:00,01-11-2022 00:00,212.31,379.66,90.6,79.54,112.85,50.57,24.37,1.89,35.85,1.05,12.91,,,,0.57,250.15,27.42,76.49,738.42,98.53,,None,30.26
01-11-2022 00:00,02-11-2022 00:00,209.3,351.51,90.54,47.46,86.74,55.26,15.32,1.17,33.71,0.99,10.96,,,,0.5,272.34,27.65,75.77,738.58,89.78,,None,30.38
02-11-2022 00:00,03-11-2022 00:00,179,353.62,87.08,49.04,86.19,53.74,20.02,1.74,49.8,0.68,9.09,,,,0.94,216.01,27.77,73.25,738.4,101.99,,None,30.75
03-11-2022 00:00,04-11-2022 00:00,317.48,510.45,84.23,49.63,85.15,58.51,13.52,1.6,41.33,0.67,9.18,,,,1.02,203.99,27.95,66.85,738.38,97.52,,None,29.77
04-11-2022 00:00,05-11-2022 00:00,236.52,400.2,89.14,77.98,110.81,59.17,15.38,1.6,24.73,0.94,25.32,,,,0.53,275.6,27.32,77.95,738.37,76.43,,None,30.93
05-11-2022 00:00,06-11-2022 00:00,137.96,227.45,64.09,32.87,60.82,56.59,13.69,1.03,27.22,0.59,5.97,,,,0.85,272.3,27.49,82.88,738.65,86.82,,None,31.03
06-11-2022 00:00,07-11-2022 00:00,135.29,231.94,69.61,42,71.17,52.58,11.66,0.37,37.38,0.52,5.66,,,,0.61,243.57,27.8,80.6,738.73,91.57,,None,30.76
07-11-2022 00:00,08-11-2022 00:00,144.05,258.71,68.17,44.06,72.08,47.78,12.9,1.53,32.51,0.54,5.65,,,,0.58,266.28,28.2,76.14,738.7,100.91,,1,30.81
08-11-2022 00:00,09-11-2022 00:00,176.99,292.22,57.03,25.12,50.77,51.75,13.01,0.67,32.05,0.66,6.35,,,,0.88,230.98,27.47,78.76,738.68,66.67,,None,31.06
09-11-2022 00:00,10-11-2022 00:00,131.76,243.2,65.22,38.66,66.13,43.72,15.79,1.63,29.03,0.53,6.98,,,,0.57,266.46,27.18,69.74,738.52,88.74,,None,30.89
10-11-2022 00:00,11-11-2022 00:00,173.18,299.52,71.97,45.89,75.59,49.09,12.87,1.53,38.64,0.62,7.88,,,,0.79,225.91,27.17,73.52,738.71,83.99,,None,30.83
11-11-2022 00:00,12-11-2022 00:00,135.22,262.62,72.47,23.16,57.38,42.38,16.15,0.7,38.27,0.41,6.03,,,,1.74,172.45,27.18,60.23,738.68,102.38,,None,30.8
12-11-2022 00:00,13-11-2022 00:00,119.62,250.17,76.3,21.37,57.95,39.31,15.29,1.54,46.41,0.37,5.66,,,,2.02,177.65,26.89,52.42,738.56,105.28,,None,30.99
13-11-2022 00:00,14-11-2022 00:00,110.66,231.67,90.93,42.64,83.03,40.69,20.64,1.36,47.12,0.4,6.77,,,,1.27,194.56,26.1,57.07,738.38,96.18,,None,30.95
14-11-2022 00:00,15-11-2022 00:00,136.33,258.67,100.06,75.68,114.76,47.22,15.34,1.46,32.94,0.69,22.21,,,,0.7,248.69,26.31,66.35,738.48,88.95,,None,31.14
15-11-2022 00:00,16-11-2022 00:00,76.49,189.58,87.73,71.29,104.62,42.17,11.89,1.73,25.23,0.46,7.96,,,,0.66,198.3,26.48,65.67,738.42,80.34,,None,30.41
16-11-2022 00:00,17-11-2022 00:00,75.53,170.29,76.66,24.02,60.3,39.43,6,0.57,38.21,0.35,6.57,,,,1.77,187.25,26.45,55.21,738.38,95.9,,None,29.92
17-11-2022 00:00,18-11-2022 00:00,90.12,196.99,75.1,24.09,59.53,40.33,8.08,1.03,42.52,0.25,4.54,,,,1.97,180.15,25.25,59.62,738.33,91.7,,None,30.53
18-11-2022 00:00,19-11-2022 00:00,114.63,240.82,91.01,63.15,99.75,39.07,10.83,1.1,34.22,0.39,6.22,,,,1.2,182.12,24.95,58.55,738.37,95.8,,None,30.52
19-11-2022 00:00,20-11-2022 00:00,123.14,276.77,94.34,80.34,115.5,40.14,8.75,1.53,26.82,0.48,8.89,,,,0.63,205.31,24.38,63.98,738.36,83.19,,None,29.52
20-11-2022 00:00,21-11-2022 00:00,124.07,252.28,100.32,56.36,99.18,41.2,11,1.29,28.14,0.46,7.84,,,,1.01,172.97,25.02,59.73,738.35,90.78,,None,29.44
21-11-2022 00:00,22-11-2022 00:00,96.92,210.93,93.18,42.15,83.83,40.34,7.29,1.29,32.09,0.35,5.19,,,,1.48,174.83,25.27,57.35,738.33,91.08,,None,30.16
22-11-2022 00:00,23-11-2022 00:00,74.62,195.18,87.65,38.26,77.73,37.36,10.51,0.9,32.15,0.33,5.58,,,,1.58,176.05,25.14,54.53,738.34,92.72,,None,30.9
23-11-2022 00:00,24-11-2022 00:00,88.71,231.27,91.63,60.71,98.09,37.02,13.9,1.3,29.83,0.4,8.07,,,,1.63,168.98,25.13,51.5,738.33,92.35,,None,30.35
24-11-2022 00:00,25-11-2022 00:00,74.55,208.04,91.82,88.05,120.43,35.31,11.11,2.45,33.38,0.34,6.01,,,,1.51,196.36,24.84,57.05,738.33,89.72,,None,29.34
25-11-2022 00:00,26-11-2022 00:00,133.22,274.15,112.14,95.82,137.54,47.2,10.44,1.38,27.46,0.7,12.98,,,,0.67,237.04,23.99,66.12,738.34,80.31,,None,30.73
26-11-2022 00:00,27-11-2022 00:00,119.71,259.63,94.91,54.64,94.9,49.54,11.81,1.64,54.48,0.42,5.98,,,,1.07,188.46,24.5,60.72,738.33,85.36,,None,31.35
27-11-2022 00:00,28-11-2022 00:00,119.79,251.93,105,115.68,149.9,45.08,12.47,2.09,50.06,0.52,8.74,,,,0.72,218.04,23.86,67.24,737.94,81.68,,None,31.43
28-11-2022 00:00,29-11-2022 00:00,124.66,252.92,103.9,111.54,145.94,44.29,9.21,2.07,39.43,0.53,12.49,,,,0.55,243.9,23.15,71.07,737.97,79.28,,None,30.66
29-11-2022 00:00,30-11-2022 00:00,147.68,293.6,113.51,119.01,157.13,47.49,5.6,2.15,30.9,0.52,10.69,,,,0.49,242.62,23.34,74.43,738.12,72.44,,None,30.38
30-11-2022 00:00,01-12-2022 00:00,191.86,374.19,114.98,128.84,165.91,52.85,12.37,2.89,43.6,0.69,13.36,,,,0.69,218.72,23.34,77.56,738.33,67.97,,None,30.31
01-12-2022 00:00,02-12-2022 00:00,163.47,318.48,117.28,139.69,175.96,49.78,11.98,2.79,45.39,0.61,12.17,,,,0.98,215.83,23.6,73.33,738.31,73.42,,1,30.49
02-12-2022 00:00,03-12-2022 00:00,177.45,348.65,146.21,195.66,236.85,52.76,11.65,3.35,32.15,0.94,13.57,,,,0.55,236.12,23.48,76.84,738.27,67.47,,None,30.79
03-12-2022 00:00,04-12-2022 00:00,211.29,377.84,140.73,163.2,206.94,14.5,13.4,3.04,31.23,0.7,13.97,,,,0.46,274.63,23.2,79.38,738.26,58.01,,0.5,31.22
04-12-2022 00:00,05-12-2022 00:00,196.74,345.1,131,157.1,197.4,0,6.1,2.96,55.83,0.8,16.06,,,,0.71,206.51,23.26,75.32,738.29,67.27,,None,31.26
05-12-2022 00:00,06-12-2022 00:00,128.8,269.25,113.82,127.22,163.97,0,7.49,1.89,56.3,0.56,8.6,,,,0.66,195.86,23.02,73.24,738.33,73.06,,1,31.11
06-12-2022 00:00,07-12-2022 00:00,117.09,243.15,94.68,30.3,74.46,33.64,5.8,1.03,76.28,0.4,6.49,,,,1.95,171.21,23.86,64.87,738.3,64.98,,None,31.12
07-12-2022 00:00,08-12-2022 00:00,95.01,221.66,92.8,24.9,69.6,33.18,15.53,1.19,57.38,0.34,4.02,,,,2.21,170.69,23.98,62.95,738.3,72.05,,None,31.09
08-12-2022 00:00,09-12-2022 00:00,102.23,214.33,97.28,27.98,74.49,33.76,17.16,1.06,61.45,0.39,5.25,,,,1.5,175.95,23.88,66.42,738.31,69.31,,None,31.83
09-12-2022 00:00,10-12-2022 00:00,128.68,262.69,106.57,90.54,130.29,33.13,11.38,2.08,76.59,0.56,8.49,,,,0.79,218.38,23.52,72.03,738.32,71.64,,None,32.43
10-12-2022 00:00,11-12-2022 00:00,151.08,274.77,103.66,54.63,99.55,37.89,9.1,1.12,49.96,0.54,6.47,,,,0.69,196.92,23.94,73.03,738.19,68.34,,None,32.42
11-12-2022 00:00,12-12-2022 00:00,92.21,189.14,95.75,25.08,71.32,39.99,14.05,0.79,51.27,0.39,4.16,,,,1.34,179.48,25.29,64.82,738.34,71.98,,None,32.51
12-12-2022 00:00,13-12-2022 00:00,64.55,164,89.38,26.37,68.98,38.1,15.6,0.89,52.16,0.27,3.89,,,,1.78,176.02,25.06,57.3,738.32,73.22,,None,31.7
13-12-2022 00:00,14-12-2022 00:00,39.84,141.75,73.44,9.55,46.83,39.95,11.52,0.68,53.88,0.18,3.19,,,,2.56,180.14,25.24,52.23,738.36,72.66,,None,30.23
14-12-2022 00:00,15-12-2022 00:00,48.78,136.78,68.12,7.18,42.07,40.09,8.13,0.79,49.81,0.18,2.13,,,,2.25,185.96,23.62,56.74,738.31,75.47,,None,31.25
15-12-2022 00:00,16-12-2022 00:00,66.42,174.78,89.36,25.21,68.04,34.52,13.81,1,46.45,0.24,4.17,,,,1.76,168.95,23.08,55.67,738.22,72.91,,None,30.28
16-12-2022 00:00,17-12-2022 00:00,102.78,230.75,101.02,87.45,124.01,35.11,17.32,2.01,51.34,0.35,6.25,,,,0.99,212.39,22.07,68.52,737.95,63.69,,None,30.45
17-12-2022 00:00,18-12-2022 00:00,140.34,266.31,99.04,102.82,136.27,41.61,8.24,2.03,48.44,0.5,8.17,,,,0.9,209.07,22.02,73.56,737.99,69.83,,None,31.2
18-12-2022 00:00,19-12-2022 00:00,213,343.23,99.29,64.86,105.55,39.47,4.64,1.36,37.69,0.55,8.66,,,,0.6,212.12,21.8,81.3,738.08,57.54,,None,30.64
19-12-2022 00:00,20-12-2022 00:00,182.78,290.09,88.26,50.67,88.14,45.21,5.31,1.47,29.36,0.47,4.54,,,,0.72,198.06,21.55,77.62,737.97,61.38,,1,30.64
20-12-2022 00:00,21-12-2022 00:00,144.9,233.99,80.09,21.21,59.85,43.56,6.71,1,23.51,0.37,4.27,,,,0.99,195.92,21.08,75.03,737.7,63.89,,1,30.5
21-12-2022 00:00,22-12-2022 00:00,115.02,198.4,70.46,16.06,50.53,42.96,3.18,0.98,22.52,0.28,2.19,,,,1.13,212.9,20.78,75.14,737.83,62.18,,None,30.53
22-12-2022 00:00,23-12-2022 00:00,115.9,219.39,73.15,32.15,65.05,41.58,4.81,1.3,14.25,0.3,2.6,,,,1.17,199.64,19.89,81.77,737.63,53.21,,None,30.56
23-12-2022 00:00,24-12-2022 00:00,114.26,188.53,77.17,22.44,59.3,40.87,1.86,1.19,20.77,0.36,3,,,,0.97,229.69,20.04,74.78,737.59,58.36,,1,30.58
24-12-2022 00:00,25-12-2022 00:00,111.59,201.25,83.31,16.97,58.16,39.46,11.23,0.92,28.71,0.34,3.49,,,,1.7,191.2,20.66,74.82,737.68,64.81,,None,30.28
25-12-2022 00:00,26-12-2022 00:00,126.13,226.8,75.76,10.06,48.46,41.44,8.87,1.01,24.86,0.31,2.56,,,,1.69,197.5,18.69,84.19,737.6,57.74,,None,29.68
26-12-2022 00:00,27-12-2022 00:00,109.64,192.59,79.51,20.97,59.34,44.44,9.42,1.16,10.69,0.3,2.61,,,,1.39,195.94,18.22,86.64,737.71,39.4,,None,30.25
27-12-2022 00:00,28-12-2022 00:00,125.62,207.7,90.3,17.07,61.91,39.66,6.55,1.11,24.32,0.38,3.73,,,,2.11,178.21,19.71,71.23,738,60.29,,1,29.92
28-12-2022 00:00,29-12-2022 00:00,105.24,212.84,83.31,8.41,51.15,41.2,9.66,0.89,46.81,0.35,3.3,,,,2.61,174.05,21.89,67.16,738.25,66.61,,None,29.75
29-12-2022 00:00,30-12-2022 00:00,146.94,244.46,93.84,14.99,62.1,42.92,18.61,1.16,15.09,0.26,4.35,,,,1.09,215.21,22.23,68.33,738.3,56.22,,None,30.01
30-12-2022 00:00,31-12-2022 00:00,176.96,273.42,79.04,30.1,65.85,47.8,14.62,1.73,24.09,0.39,2.64,,,,0.82,240.72,21.29,82.83,738.29,49.08,,None,30.08
31-12-2022 00:00,01-01-2023 00:00,122.81,214.62,81.35,17.23,57.27,43.51,8.21,0.7,24.84,0.36,3.21,,,,2.24,177.62,21.51,82.29,738.29,64.93,,None,29.89
01-01-2023 00:00,02-01-2023 00:00,108.57,176.71,90.34,33.22,75.07,43.25,15.73,1.13,46.63,0.33,4.23,,,,0.94,211.77,21.22,77.26,738.32,62.27,,None,29.97
02-01-2023 00:00,03-01-2023 00:00,125.62,190.38,75.31,13.87,51.34,50.06,9.1,0.92,22.15,0.28,2.17,,,,0.95,244.41,20.27,82.1,738.23,48.78,,None,29.99
03-01-2023 00:00,04-01-2023 00:00,161.88,236.82,71.89,13.83,49.48,45.02,59.33,0.77,17.28,0.21,1.92,,,,1.08,212.71,19.66,81.17,738.23,40.39,,None,29.81
04-01-2023 00:00,05-01-2023 00:00,118.05,286.43,84.35,42.03,79.03,41.62,21.74,1.09,8.91,0.22,2.45,,,,1.31,209.56,17.86,84.34,738.02,43.23,,None,28.99
05-01-2023 00:00,06-01-2023 00:00,139.62,263.99,79.89,35.75,71.56,46.23,23.41,1.35,11.74,0.27,2.5,,,,0.93,237.54,17.44,81.91,738.16,40.07,,1,28.86
06-01-2023 00:00,07-01-2023 00:00,158.38,307.76,87.05,19.81,62.4,44.96,18.62,1.09,17.29,0.28,2.23,,,,1.01,220.02,17.57,84.1,738.22,46.23,,None,29.68
07-01-2023 00:00,08-01-2023 00:00,130.08,238.1,87.23,20.41,62.99,46.95,23,1.09,17.92,0.27,2.3,,,,1.27,199.07,17.48,81.86,738.06,54.04,,1,29.25
08-01-2023 00:00,09-01-2023 00:00,157.18,250.46,86.83,35.25,74.84,49.19,17.21,1.54,14.3,0.34,3.34,,,,0.96,218.08,18.02,82.56,737.72,46.4,,None,28.81
09-01-2023 00:00,10-01-2023 00:00,176.93,262.52,86.83,40.48,79.1,51.26,7.67,1.62,9.95,0.42,2.5,,,,0.77,235.51,18.43,90.04,738,39.17,,1,28.83
10-01-2023 00:00,11-01-2023 00:00,135.21,248.45,88.04,26.24,68.16,51.1,13.28,0.99,15.6,0.33,2.73,,,,1.32,193.09,19.25,82.51,738,43.73,,None,28.81
11-01-2023 00:00,12-01-2023 00:00,111.56,195.25,81.42,20.09,59.64,52.75,19.65,1.15,8.25,0.23,1.93,,,,1.46,227.07,18.72,86.93,737.53,40.54,,None,28.83
12-01-2023 00:00,13-01-2023 00:00,116.11,195.94,70.65,20.54,53.99,54.16,16.38,1.18,16.06,0.23,1.53,,,,1.11,247.65,20.8,85.23,737.6,58.51,,1,29.23
13-01-2023 00:00,14-01-2023 00:00,132.01,219.71,87.62,36.67,76.41,54.36,17.66,1.41,21.44,0.3,2.49,,,,1.26,212.16,22.06,78.78,737.77,47.62,,None,28.81
14-01-2023 00:00,15-01-2023 00:00,111.16,203.12,71.61,7.12,43.88,54.25,7.93,0.69,29.83,0.23,2.04,,,,2.5,185.82,20.93,80.72,738,52.21,,None,28.72
15-01-2023 00:00,16-01-2023 00:00,59.47,148.8,79.34,20.54,58.54,43.1,8.67,1.04,47.64,0.15,1.55,,,,2.05,174.68,19.39,59.81,737.48,73.96,,None,28.71
16-01-2023 00:00,17-01-2023 00:00,102.67,210.02,100.36,42.48,87.93,43.4,10.78,1.17,36.38,0.23,3.08,,,,1.1,186.23,19.34,66.17,737.69,67.4,,None,28.75
17-01-2023 00:00,18-01-2023 00:00,86.98,178.08,96.98,28.27,74.57,44.12,14.04,1.06,36.77,0.21,3.08,,,,1.39,179.83,19.72,60.01,737.71,71.86,,None,28.87
18-01-2023 00:00,19-01-2023 00:00,120.1,239.25,111.2,50.39,99.04,43.11,16.88,1.54,37.91,0.24,3.82,,,,0.95,188.04,19.4,63.29,737.93,66.73,,None,28.99
19-01-2023 00:00,20-01-2023 00:00,133.09,261.66,128.6,61.63,118.5,45.18,28.18,1.62,45.12,0.29,4.02,,,,0.93,203.48,22.09,59.28,738.31,59.11,,None,28.83
20-01-2023 00:00,21-01-2023 00:00,61.97,118.28,88.22,18.31,61.81,56.62,17.22,0.81,33.73,0.17,1.72,,,,1.16,230.96,22.91,66,738.33,67.08,,None,28.81
21-01-2023 00:00,22-01-2023 00:00,126.38,223.11,101.09,50.94,95.22,54.16,16.17,1.45,29.58,0.25,2.31,,,,0.72,248.09,21.76,76.22,738.19,58.16,,None,29.09
22-01-2023 00:00,23-01-2023 00:00,160,259.51,102.02,46.38,91.97,55.13,11.44,1.59,30.09,0.32,3.41,,,,0.71,242.67,22.15,74.57,738.18,56.15,,None,28.85
23-01-2023 00:00,24-01-2023 00:00,122.81,234.57,107.49,82.42,124.19,52.86,13.47,2.25,26.64,0.34,3.45,,,,0.65,248.4,22.83,70.35,738.27,63.11,,1,28.85
24-01-2023 00:00,25-01-2023 00:00,54.39,100.92,84.7,31.19,70.42,64.43,12.24,0.59,22.35,0.21,2.27,,,,1.13,204.04,23.29,80.85,738.12,36.61,,None,28.99
25-01-2023 00:00,26-01-2023 00:00,77.19,138.57,87.26,34.76,74.67,63.44,7.75,1.04,9.35,0.19,2.74,,,,0.9,211.12,22.94,85.97,738.17,26.62,,None,28.9
26-01-2023 00:00,27-01-2023 00:00,107.01,173.8,78.43,13.52,52.71,59.81,5.51,0.88,14.69,0.2,1.97,,,,1.97,193.69,21.66,88.77,738.11,39.85,,None,28.92
27-01-2023 00:00,28-01-2023 00:00,59.52,131.21,80.49,4.2,46.23,49.14,11.52,0.7,53.85,0.13,2.24,,,,2.61,182.98,21.33,64.54,738.29,74.39,,None,28.89
28-01-2023 00:00,29-01-2023 00:00,77.87,171.66,96.44,19.54,66.75,48.78,13.58,1.16,44.62,0.15,3.18,,,,1.89,186.57,21.28,65.9,737.95,53.43,,None,29.04
29-01-2023 00:00,30-01-2023 00:00,126.12,209.44,98.47,54.43,96.62,57.02,16.02,1.05,6.39,0.25,4.59,,,,0.86,216.15,20.29,89.29,737.61,22.97,,3.4,29.19
30-01-2023 00:00,31-01-2023 00:00,45.16,71.2,71.42,55.96,83.48,67.96,10.23,1.56,25.97,0.16,2.02,,,,1.16,236.24,21.85,85.64,738.26,73.01,,3.07,29.62
31-01-2023 00:00,01-02-2023 00:00,54.01,98.81,81.8,38.4,74.73,62.15,4.71,0.48,24.44,0.19,3.59,,,,2.53,179.37,22.33,79.91,738.27,116.31,,1,29.02
01-02-2023 00:00,02-02-2023 00:00,53.98,108.78,81.36,5.85,48.04,53.13,7.65,0.77,41.33,0.13,2.08,,,,0.44,181.15,21.99,76.07,738.25,130.64,,None,28.7
02-02-2023 00:00,03-02-2023 00:00,49.74,124.23,85.49,5.05,49.58,51.26,11.79,0.76,49.59,0.13,3.08,,,,0.3,176.98,23.39,63.99,738.32,132.46,,None,29.1
03-02-2023 00:00,04-02-2023 00:00,73.93,174.07,107.14,19.36,72.74,48.8,22.6,0.95,43.93,0.18,3.66,,,,0.3,176.68,23.72,63.1,738.34,128.46,,None,28.88
04-02-2023 00:00,05-02-2023 00:00,91.51,203.84,109.8,19.73,74.44,50.32,21.96,0.91,43.67,0.23,4.86,,,,0.3,172.22,24.19,63.73,738.31,126.23,,None,28.67
05-02-2023 00:00,06-02-2023 00:00,64.67,160.47,102.39,43.51,89.84,50.55,16.8,1,48.17,0.19,2.71,,,,0.3,195.53,24.37,62.97,738.3,131.23,,None,28.85
06-02-2023 00:00,07-02-2023 00:00,98.73,202.63,109.64,97.78,137.81,54.23,15.65,1.74,30.78,0.3,6.07,,,,0.3,243.01,23.98,75.53,737.96,117.43,,None,28.81
07-02-2023 00:00,08-02-2023 00:00,80.72,186.51,93.69,32.48,76.24,54.52,12.68,0.85,31.66,0.22,3.18,,,,0.3,180.53,24.6,69.34,738.17,124.77,,None,28.6
08-02-2023 00:00,09-02-2023 00:00,44.69,137.97,94.18,10.88,58.94,50.22,10.01,0.85,53.12,0.12,2.54,,,,0.3,181.25,24.15,58.24,738.31,128,,None,28.67
09-02-2023 00:00,10-02-2023 00:00,61,158.69,117.23,47.37,100.87,48.85,17.85,0.85,34.89,0.2,3.56,,,,0.3,176.86,25,62.61,738.33,122.07,,None,28.85
10-02-2023 00:00,11-02-2023 00:00,62.36,127.89,86.68,24.44,65.97,62.5,15.36,0.83,42.44,0.13,1.6,,,,0.3,231.04,25.11,72.87,738.32,123.17,,None,28.87
11-02-2023 00:00,12-02-2023 00:00,97.64,195.88,86.82,25.85,67.2,62.77,13.61,0.85,43.27,0.21,2.49,,,,0.3,215.1,25.7,74.75,738.38,111.16,,None,28.97
12-02-2023 00:00,13-02-2023 00:00,31.34,131.05,81.7,6.02,48.14,44.84,11.59,0.6,58.68,0.11,1.17,,,,0.3,181.83,23.77,52.92,738.39,134.79,,None,29.03
13-02-2023 00:00,14-02-2023 00:00,24.27,155.68,61.27,1,33.16,44.92,10.88,0.69,72.19,0.09,1.01,,,,0.3,177.17,22.75,47.55,738.26,135.69,,None,29.01
14-02-2023 00:00,15-02-2023 00:00,35.38,120.32,82.61,2.87,46.04,43.37,18.47,0.81,68.93,0.11,1.54,,,,0.3,187.18,24.14,48.43,738.36,136.99,,None,29.38
15-02-2023 00:00,16-02-2023 00:00,57.19,166.92,92.21,7.87,55.38,50.14,24.38,0.86,65.34,0.13,2.2,,,,0.3,186.02,25.31,56.14,738.35,130.27,,None,29.14
16-02-2023 00:00,17-02-2023 00:00,116.92,224.14,109.69,56.17,104,53.36,16.36,1.54,35.61,0.22,3.02,,,,0.3,258.52,24.65,77.74,738.36,106.59,,None,29.27
17-02-2023 00:00,18-02-2023 00:00,147.53,289.91,112.35,90.25,133.13,55.53,12.21,1.93,38.19,0.32,3.92,,,,0.66,250.65,25.44,75.85,738.4,109.83,,None,29.13
