From Date,To Date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,BP,SR,TOT-RF,RF,Temp
14-05-2022 00:00,15-05-2022 00:00,85.08,272.22,98.29,84.12,111.92,45.08,37.8,0,61.52,3.05,44.49,,,,0.42,184.17,36.35,46.18,738.58,219.18,,None,29.2
15-05-2022 00:00,16-05-2022 00:00,99.23,293.29,101.77,82.72,120.9,44.55,12.07,0,92.54,4.12,71.35,,,,0.35,233,36.45,43.28,738.85,200.77,,None,27.62
16-05-2022 00:00,17-05-2022 00:00,64.56,358.2,59.52,19.8,47.56,41.39,11.78,0,41.41,1.62,15.07,,,,0.51,212.52,35.75,43.85,738.57,135.16,,None,28.5
17-05-2022 00:00,18-05-2022 00:00,38.73,165.97,49.85,12.48,36.7,37.26,21.8,0,61.55,0.9,8.14,,,,0.39,245.14,34.39,47.35,738.52,192.36,,None,27.17
18-05-2022 00:00,19-05-2022 00:00,41.49,160.47,46.79,14.2,36.42,35.56,6.97,0,51.28,1.14,7.98,,,,0.48,266.07,34.68,47.44,738.66,186.85,,None,26.37
19-05-2022 00:00,20-05-2022 00:00,67.41,229.8,63.29,13.61,44.72,44.07,10.97,0,54.73,1.96,12.02,,,,0.37,248.97,35.3,49.06,738.79,190.79,,None,27.99
20-05-2022 00:00,21-05-2022 00:00,67.32,266.94,61.45,18.57,47.79,45.2,43.03,0,69.52,2.81,25.44,,,,0.43,232.36,36.69,44.52,738.83,174.57,,1,29.6
21-05-2022 00:00,22-05-2022 00:00,39.08,275.45,58.11,37.38,61.29,29.59,21.33,0,72.23,0.71,9.29,,,,0.54,184.51,36.04,39.04,738.46,183.32,,None,28.96
22-05-2022 00:00,23-05-2022 00:00,36.65,140.13,54.11,17.06,42.65,30.96,25.2,0,79.9,0.87,11.79,,,,0.45,234.4,34.01,46.06,738.25,195.62,,None,28.3
23-05-2022 00:00,24-05-2022 00:00,17.29,59.46,33.61,5.2,22.11,37.21,13.28,0,55.9,0.52,5.97,,,,0.6,220.89,29.41,66.71,737.92,145.21,,12.5,29.4
24-05-2022 00:00,25-05-2022 00:00,27.42,74.37,40.76,12.6,31.91,39.04,19.15,0,49.62,0.72,8.96,,,,0.44,230.48,29.76,73.02,738.36,245.17,,5.56,30.39
25-05-2022 00:00,26-05-2022 00:00,55.59,147.81,52.31,13.89,39.12,44.99,15.97,0,61.99,1.54,15.8,,,,0.4,237.15,31.68,64.98,738.5,193.74,,None,30.65
26-05-2022 00:00,27-05-2022 00:00,83.96,189.61,59.45,14.26,43.25,52.69,18.8,0,68.19,2.15,18.8,,,,0.37,262.78,32.25,62.78,738.49,192.98,,None,30.58
27-05-2022 00:00,28-05-2022 00:00,54.42,176.29,65.4,25.39,55.34,46.32,17.18,0,59.64,1.36,18.53,,,,0.45,187.53,34.03,53.78,738.41,202.94,,None,31
28-05-2022 00:00,29-05-2022 00:00,42.53,241.34,57.05,17.07,44.21,43.41,28.66,0,63.36,0.83,20.3,,,,0.43,198.95,34.83,55.42,738.46,195.54,,None,31.17
29-05-2022 00:00,30-05-2022 00:00,42.74,211.12,50.97,13.98,38.48,43.09,26.5,0,63.82,0,0,,,,0.45,234.84,34.39,55.17,738.44,216.19,,2,31.02
30-05-2022 00:00,31-05-2022 00:00,45.75,166.13,55.53,34.85,57.87,42.51,36.52,0,42.69,0.99,66.27,,,,0.45,199.11,33.28,62.19,738.42,215.19,,9.25,31.36
31-05-2022 00:00,01-06-2022 00:00,62.52,246.98,73.75,45.11,75.91,37.97,22.93,0,54.31,1.85,24.13,,,,0.36,204.21,34.02,56.05,738.47,208.84,,None,28.47
01-06-2022 00:00,02-06-2022 00:00,67.08,274.96,82.79,41.93,78.12,42.29,14.18,0,64.2,1.95,37.21,,,,0.45,185.65,35.78,47.52,738.98,221.86,,None,29.24
02-06-2022 00:00,03-06-2022 00:00,51.16,221.02,75.68,31.92,66.21,39.05,20.8,0,44.7,1.3,18.17,,,,0.38,192.55,36.36,42.03,738.88,225.1,,None,29.47
03-06-2022 00:00,04-06-2022 00:00,67.04,270.28,95.25,70.04,107.61,40.32,38.62,0,67.86,1.75,46.5,,,,0.41,186.56,36.12,42.34,738.73,237.15,,None,29.22
04-06-2022 00:00,05-06-2022 00:00,56.83,248.76,100.37,72.38,112.24,47.82,16.06,0,51.99,1.88,32.51,,,,0.4,190.8,36.64,41.68,738.81,233.97,,None,29.62
05-06-2022 00:00,06-06-2022 00:00,36.92,235.05,78.84,32.4,68.27,39.19,24.51,0,51.45,1.12,18.71,,,,0.49,163.85,37.41,35,739.01,242.05,,None,30.02
06-06-2022 00:00,07-06-2022 00:00,30.96,194.3,82.63,35.72,73,34.72,12.72,0,71.06,0.64,13.06,,,,0.45,181.07,37.36,33.45,738.79,255.85,,None,29.99
07-06-2022 00:00,08-06-2022 00:00,55.24,354.35,85.73,63.97,97.66,42.55,23.65,0,59.34,1.08,29.51,,,,0.56,158.36,37.61,35.53,738.71,213.47,,None,29.85
08-06-2022 00:00,09-06-2022 00:00,55.21,410.05,68.4,47.79,75.24,38.71,7.56,0,49.61,0.98,17.24,,,,0.61,168.02,37.65,33.69,738.73,214.49,,None,29.38
09-06-2022 00:00,10-06-2022 00:00,35.55,252.86,73.79,51.27,80.87,44.48,3.48,0,53.24,1.16,17.07,,,,0.52,162.57,37.84,36.27,738.67,215.19,,None,30.33
10-06-2022 00:00,11-06-2022 00:00,42.93,322.91,68.91,61.75,86.86,45.9,19.5,0,44.49,0.79,10.91,,,,0.55,179.72,37.45,38.31,738.62,210.66,,None,30.4
11-06-2022 00:00,12-06-2022 00:00,55.69,340.24,69.44,56.83,82.58,42.36,24.67,0,33.45,1.23,16.75,,,,0.6,174.83,37.36,36.66,738.84,223.21,,None,30.5
12-06-2022 00:00,13-06-2022 00:00,55.27,287.33,73.56,28.65,62.43,43.36,25.55,0,47.7,1.23,16.95,,,,0.49,179.46,37.63,37.11,739.12,221.61,,None,31.27
13-06-2022 00:00,14-06-2022 00:00,30.62,238.68,58.1,40.88,64.1,40.21,26.14,0,44.73,0.93,12.16,,,,0.64,157.58,37.82,39.47,739.23,181.32,,None,30.27
14-06-2022 00:00,15-06-2022 00:00,32.08,262.56,39.09,5.36,25.16,38.21,31.31,0,51.1,0.54,8.21,,,,0.78,165.99,36.11,45.1,739.03,164.14,,None,28.76
15-06-2022 00:00,16-06-2022 00:00,18.62,168.69,41.64,29.1,45.8,46.53,25.64,0,36.58,0.39,7.45,,,,0.77,160.12,36.9,45.1,738.76,231.65,,None,30.67
16-06-2022 00:00,17-06-2022 00:00,17.92,111.63,56.42,50.48,71.01,39.52,27.38,0,35.66,0.35,7.71,,,,0.56,176.6,34.7,53.12,738.66,247.78,,2.33,27.82
17-06-2022 00:00,18-06-2022 00:00,16.19,60.62,50.77,43.27,62.17,39.62,23.68,0,18.72,0.38,5.99,,,,0.52,180.48,31.24,70.79,738.24,160.69,,3.73,25.3
18-06-2022 00:00,19-06-2022 00:00,18.8,51.5,36.06,20.7,36.01,47.28,25.71,0,13.04,0.47,6,,,,0.47,222.99,31.12,72.92,738.31,162.93,,7.25,25.24
19-06-2022 00:00,20-06-2022 00:00,34.67,100.6,45.67,15.05,36.55,44.99,24.98,0,24.19,0.88,6.54,,,,0.4,203.65,30.91,72.5,738.17,88.86,,4,25.12
20-06-2022 00:00,21-06-2022 00:00,44.91,144.13,57.3,22.75,48.97,51.71,23.62,0,20.98,0.77,6.76,,,,0.41,184.09,31.63,68.36,738.28,142.77,,None,27.84
21-06-2022 00:00,22-06-2022 00:00,45.56,143.18,57.73,34.5,58.73,43.53,23.21,1.84,18.04,1.09,14.95,,,,0.38,206.67,32.04,66.8,738.32,166.07,,None,30.32
22-06-2022 00:00,23-06-2022 00:00,42.49,129.07,40.3,10.78,30.19,41.54,16.82,1.62,39.09,1.04,9.27,,,,0.48,238.48,33.05,61.72,738.68,217.67,,None,30.91
23-06-2022 00:00,24-06-2022 00:00,38.2,145.35,40.68,4.57,25.35,33.87,14.43,1.68,62.25,1,6.81,,,,0.57,195.32,33.91,53.51,738.71,241.14,,None,29.87
24-06-2022 00:00,25-06-2022 00:00,34.15,161.7,45.24,7.84,30.44,24.61,18.55,2.19,70.16,0.53,5.41,,,,0.52,214.62,34.08,47.84,738.52,256.43,,None,25.65
25-06-2022 00:00,26-06-2022 00:00,65.32,199.42,64.6,27.47,56.7,35.24,22.32,1.13,58.07,1.49,15.14,,,,0.39,247.04,34.44,48.78,738.53,247.04,,None,28.3
26-06-2022 00:00,27-06-2022 00:00,37.05,109.34,36.62,8.47,26.36,43.35,21.76,0.67,32.1,0.59,4.91,,,,0.51,246.92,34.67,60.85,738.58,212.22,,None,27.78
27-06-2022 00:00,28-06-2022 00:00,36.32,101.16,34.99,7.11,24.39,47.32,21.46,2.76,26.47,0.5,3.76,,,,0.49,240.65,35.39,60.02,738.84,209.6,,None,28.31
28-06-2022 00:00,29-06-2022 00:00,50.62,128.02,34.87,5.84,23.3,47.53,16.54,3.03,31.11,0.7,5.45,,,,0.44,226.69,35.31,63.65,738.5,161.91,,None,28.46
29-06-2022 00:00,30-06-2022 00:00,36.03,113.18,36.9,7.49,25.72,42.04,16.41,1.05,21.65,0.6,5.88,,,,0.51,223.59,34.4,66.08,738.34,179.11,,None,28.08
30-06-2022 00:00,01-07-2022 00:00,16.39,41.93,30.86,11.85,26.06,39.44,15.3,0,12.63,0.43,5.79,,,,0.45,225.71,30.24,85.99,738,41.54,,6.71,28.11
01-07-2022 00:00,02-07-2022 00:00,17.79,56.15,40.89,22.81,40.28,38.1,12.38,0,10.37,0.58,7.73,,,,0.4,231.02,31.09,83.2,738.24,133.28,,3.33,28.28
02-07-2022 00:00,03-07-2022 00:00,22.13,60.67,33.98,15.9,31.06,29.98,12.5,0,10.72,0.52,8.81,,,,0.42,217.52,32.21,78.44,738.27,163.71,,1,26.58
03-07-2022 00:00,04-07-2022 00:00,19.71,53.21,36.42,14.54,31.19,22.34,15.87,0,22.99,0.33,4.01,,,,0.44,208.59,32.35,78.81,738.29,168.46,,1,25.09
04-07-2022 00:00,05-07-2022 00:00,42.5,99.96,47.43,19.15,40.79,103.9,12.54,0,10.48,0.52,11.51,,,,0.36,242.13,33,79.31,738.25,125.43,,6.5,28.39
05-07-2022 00:00,06-07-2022 00:00,37.67,81.78,31.29,13.34,27.49,64.84,12.69,0,13.33,0.77,10.9,,,,0.4,239.34,34.53,72.18,738.42,193.56,,None,30.85
06-07-2022 00:00,07-07-2022 00:00,25.91,64.12,29.91,7.15,21.72,55.06,14.05,0,28.82,0.45,5.09,,,,0.5,264.3,34.96,67.98,738.78,203.57,,None,30.07
07-07-2022 00:00,08-07-2022 00:00,19.38,60.55,33.25,6.91,23.3,45.51,22.87,0,29.61,0.75,5.47,,,,0.49,254.03,35.07,65.28,739.09,210.21,,None,29.88
08-07-2022 00:00,09-07-2022 00:00,19.29,77.54,40.96,17.05,32.83,43.15,9.6,0,31.24,0.45,5.23,,,,0.44,240.34,35.4,61.54,738.55,222.59,,None,31.59
09-07-2022 00:00,10-07-2022 00:00,19.09,59.2,30.17,6.5,20.79,41.01,30.04,1.38,25.25,0.53,5.82,,,,0.51,258.59,32.24,75.03,738.03,67.32,,None,29.76
10-07-2022 00:00,11-07-2022 00:00,19.08,54.11,36.64,13.01,30.08,42.08,18.68,2.12,28.3,0.66,6.44,,,,0.45,248.62,32.41,75.74,738.26,126.5,,None,30.03
11-07-2022 00:00,12-07-2022 00:00,26.71,82.21,44.2,13.92,32.84,42.81,21.57,1.39,39.86,0.65,6.87,,,,0.41,244.65,34.09,68.48,738.56,208.19,,None,30.89
12-07-2022 00:00,13-07-2022 00:00,14.72,47.38,39.09,10.65,29.16,39.77,17.43,1.33,26.65,0.51,7.33,,,,0.42,262.76,32.19,77.27,738.2,106.16,,2.13,30.11
13-07-2022 00:00,14-07-2022 00:00,12.5,45.31,35.88,9.07,26.45,38.8,15.62,1.47,33.61,0.48,6.94,,,,0.47,262.5,32.57,74.84,738.27,177.41,,None,30.1
14-07-2022 00:00,15-07-2022 00:00,13.46,48.67,35.95,10.37,27.56,35.9,13.43,1.73,16.54,0.47,6.51,,,,0.47,260.49,33.52,71.36,738.29,200.19,,11.5,30.26
15-07-2022 00:00,16-07-2022 00:00,10.75,43.15,29.85,7.47,21.4,36.41,9.36,1.25,21.84,0.33,3.86,,,,0.57,272.41,34.08,66.79,738.5,231.27,,None,29
16-07-2022 00:00,17-07-2022 00:00,14.96,42.42,38.29,17.35,34.47,40.88,6.55,0.67,6.19,0.44,10.85,,,,0.46,235.75,31.74,79,738.26,106.91,,2.39,29.75
17-07-2022 00:00,18-07-2022 00:00,12.83,33.52,29.98,10.39,24.4,38.63,8.64,0.75,15.52,0.37,6.51,,,,0.44,239.06,32.18,80.4,738.42,174.53,,7.06,32.99
18-07-2022 00:00,19-07-2022 00:00,22.62,69.58,31.9,8.82,24.11,37.48,13.86,0.93,16.88,0.68,5.72,,,,0.42,267.52,34.29,71.2,738.51,225.1,,None,32.7
19-07-2022 00:00,20-07-2022 00:00,25.33,78.62,37.08,11.57,29.02,36.91,14.63,1.22,25.72,0.56,6.7,,,,0.39,215.38,34,72.17,738.42,179.26,,None,30.73
20-07-2022 00:00,21-07-2022 00:00,30.84,80.26,38.23,18.33,35.24,48.85,19.78,1.3,11.38,0.43,11.27,,,,0.45,188.99,31.68,83.73,738.23,99.68,,8.4,24.56
21-07-2022 00:00,22-07-2022 00:00,32.01,68.64,36.05,10.41,27.64,61.95,12.41,0,6.21,0.44,7.65,,,,0.35,244.55,31.29,84.95,738.24,101.65,,5,25.7
22-07-2022 00:00,23-07-2022 00:00,24.04,52.26,32.55,10.94,25.95,49.52,42.55,0,8.48,0.46,8.78,,,,0.38,248.42,31.43,85.78,738.29,126.02,,6.07,29.18
23-07-2022 00:00,24-07-2022 00:00,15.21,36.32,21.17,4.59,15,40.42,13.34,0,8.99,0.3,4.84,,,,0.49,265.2,31.38,85.41,738.33,159.59,,5,30.08
24-07-2022 00:00,25-07-2022 00:00,12.88,34.72,21.14,4.24,14.7,35.69,16.26,0,11.56,0.31,4.23,,,,0.51,265.82,32.25,79.79,738.39,174.4,,7,31.25
25-07-2022 00:00,26-07-2022 00:00,10.94,35.7,18.63,2.15,11.66,33.62,10.15,0,14.97,0.21,2.77,,,,0.55,259.65,32.44,75.66,738.6,188.82,,None,30.92
26-07-2022 00:00,27-07-2022 00:00,12.96,34.25,20.23,2.21,12.56,34.64,11.96,0,15.18,0.18,2.94,,,,0.53,247.26,32.1,77.39,738.47,185.91,,None,30.83
27-07-2022 00:00,28-07-2022 00:00,18,41.21,21.1,2.64,13.36,32.98,12.28,0,10.87,0.24,3.03,,,,0.44,218.41,32.05,80.12,738.45,167.62,,3,30.98
28-07-2022 00:00,29-07-2022 00:00,15.64,49.46,26.49,14.75,26.08,25.34,7.37,0,64.06,0.38,6.05,,,,0.41,181.14,31.53,81.95,738.42,139.24,,5.17,30.77
29-07-2022 00:00,30-07-2022 00:00,10.87,39.25,24.16,20.55,29.55,20.29,8.65,0,28.52,0.49,9.06,,,,0.46,147.97,30.85,86.36,738.32,83.03,,1.43,31.08
30-07-2022 00:00,31-07-2022 00:00,15.34,59.84,23.83,15.17,25.01,17.85,17.96,0,19.07,0.49,7.44,,,,0.47,162.04,31.18,84.21,738.26,127.94,,2.42,31.51
31-07-2022 00:00,01-08-2022 00:00,15.57,41.5,23.62,15.38,24.84,19.18,13.53,0,49.22,0.35,7.95,,,,0.39,185.15,31.18,85.71,738.31,159.94,,18.35,31.18
01-08-2022 00:00,02-08-2022 00:00,17.45,63.6,21.84,10.83,19.44,17.91,30.91,0,52.85,0.47,8.33,,,,0.43,181.79,31.88,82.25,738.34,159.52,,4.1,30.93
02-08-2022 00:00,03-08-2022 00:00,23.4,94.87,20.25,12.36,16.61,23.13,15.45,0,55.45,0.49,8.78,,,,0.44,196.94,33.26,73.92,738.43,217.04,,None,31.3
03-08-2022 00:00,04-08-2022 00:00,47.25,145.08,27.66,14.64,25.96,31.31,10.04,0,38.09,0.75,17.31,,,,0.39,227.55,32.4,80.23,738.28,161.99,,None,30.92
04-08-2022 00:00,05-08-2022 00:00,28.78,71.47,12.6,2.17,8.45,29.6,11,0,15.18,0.37,8.03,,,,0.44,263.68,31.93,80.71,738.31,138.46,,None,30.48
05-08-2022 00:00,06-08-2022 00:00,20.83,50.83,9.94,6.23,10.34,27.16,12.29,0,5.64,0.35,3.04,,,,0.44,259.15,31.69,83.56,738.24,134.18,,11.5,30.61
06-08-2022 00:00,07-08-2022 00:00,30.11,79.62,16.66,9.78,16.82,25.27,6.27,0,7.86,0.54,7.58,,,,0.34,243.96,31.83,83.78,738.16,114.18,,9.2,31.15
07-08-2022 00:00,08-08-2022 00:00,20.39,51.36,10.08,7.37,11.36,22.57,10.5,0,5.69,0.36,5.33,,,,0.37,228.86,30.34,91.07,738,61.55,,1.92,30.52
08-08-2022 00:00,09-08-2022 00:00,27.98,101.67,16.07,12.99,19.11,21.82,15,0,8.02,0.51,10.78,,,,0.36,250.08,32.61,78.56,738.36,206.2,,None,30.96
09-08-2022 00:00,10-08-2022 00:00,22.52,79.41,11.21,6.78,11.48,23.07,5.88,0,9.39,0.59,4.23,,,,0.42,277.42,33.81,74.52,738.45,212.57,,None,31.21
10-08-2022 00:00,11-08-2022 00:00,15.04,60.52,11.29,5.47,10.45,21.36,5.66,0,8.49,0.37,5,,,,0.44,264.42,34.07,69.79,738.45,226.65,,None,30.69
11-08-2022 00:00,12-08-2022 00:00,7.06,36.3,5.3,3.4,5.58,17.56,3.46,0,6.35,0.04,0.99,,,,0.57,283.27,31.42,75.91,738,82.4,,None,24.56
12-08-2022 00:00,13-08-2022 00:00,7.6,37.29,8.55,3.64,7.4,21.99,4.06,0,4.98,0.11,1.25,,,,0.56,280.86,32.84,71.55,738.42,235.85,,None,27.33
13-08-2022 00:00,14-08-2022 00:00,16.95,51.03,23.34,9.3,19.98,26.65,9.39,0,9.82,0.22,3.38,,,,0.47,235.96,32.94,73.44,738.42,203.69,,None,29.23
14-08-2022 00:00,15-08-2022 00:00,19.41,52.83,30.16,14.18,27.58,32.68,10.45,0,11.08,0.27,6.69,,,,0.41,235.79,31.95,81.22,738.28,134.45,,1.62,29.4
15-08-2022 00:00,16-08-2022 00:00,6.64,26.6,22.61,14.16,23.54,27.65,6.03,0,10.74,0.23,2.52,,,,0.49,278.71,31.71,79.49,738.37,169.25,,5,29
16-08-2022 00:00,17-08-2022 00:00,7.03,30.01,20.18,7.88,17.09,28.27,15.57,0,12.06,0.18,1.82,,,,0.69,275.36,31.24,77.79,738.11,110,,6,30.46
17-08-2022 00:00,18-08-2022 00:00,9.42,37.58,28.28,14.6,26.92,27.18,11.45,0,13.68,0.31,5.88,,,,0.48,187.81,32.14,74.16,738.47,199.26,,None,31.49
18-08-2022 00:00,19-08-2022 00:00,17.75,82.63,47.18,36.62,54.86,28.1,10.17,0,21.66,0.51,8.93,,,,0.39,167.86,32.83,70.89,738.5,163.64,,None,30.57
19-08-2022 00:00,20-08-2022 00:00,11.25,62.75,29.42,6.62,21.02,26.74,7.25,0,20.39,0.22,4.66,,,,0.62,182.29,33.51,66.39,738.49,227.11,,None,29.28
20-08-2022 00:00,21-08-2022 00:00,24.17,82.79,37.65,15.38,32.53,30.47,5.6,0,16.92,0.47,5.11,,,,0.37,222.39,32.69,72.29,738.42,109.7,,None,30.1
21-08-2022 00:00,22-08-2022 00:00,28.29,90.62,28.66,6.62,20.62,33.48,6.56,0,27.27,0.38,3.91,,,,0.47,212.87,33.5,69.32,738.44,157.74,,None,31.22
22-08-2022 00:00,23-08-2022 00:00,20.92,71.25,27.22,8.79,21.62,32.86,10.69,0,16.54,0.47,3.01,,,,0.5,267.61,33.42,70.65,738.34,181.71,,None,31.02
23-08-2022 00:00,24-08-2022 00:00,12.21,49.17,22.25,7.33,17.74,30.7,10.68,0,23.59,0.29,2.48,,,,0.62,233.92,32.77,71.02,738.39,197.12,,None,31.3
24-08-2022 00:00,25-08-2022 00:00,10,40.75,26.63,11.53,23.54,28.81,12.01,0,15.07,0.33,4,,,,0.46,219.68,31.64,76.41,738.48,137.53,,None,31.11
25-08-2022 00:00,26-08-2022 00:00,24.19,91.92,44.22,19.36,39.26,32.07,13.27,0,24.02,0.63,7.57,,,,0.36,209.28,32.61,70.66,738.51,129.14,,None,31.14
26-08-2022 00:00,27-08-2022 00:00,18.67,85.5,29.11,5.93,20.3,32.59,9.46,0,19.79,0.36,6.22,,,,0.55,185.68,33.41,67.67,738.61,198.73,,None,31.23
27-08-2022 00:00,28-08-2022 00:00,16.11,96.67,26.03,3.17,16.41,31.34,9.27,0,22.85,0.31,4.63,,,,0.68,185.11,33.35,67.1,738.48,199.88,,None,31.24
28-08-2022 00:00,29-08-2022 00:00,22.96,130.38,30.45,8.64,23.22,27.79,7.32,0,22.37,0.33,4.78,,,,0.59,191.59,33.15,63.35,738.57,179.66,,None,31.19
29-08-2022 00:00,30-08-2022 00:00,23.92,111.08,37.33,16.82,33.53,27.44,7.5,0,17.03,0.35,6.59,,,,0.45,197.89,32.93,66.19,738.98,153.29,,None,30.55
30-08-2022 00:00,31-08-2022 00:00,37.88,127.62,58.45,27.19,53.2,31.22,9.33,0,23.76,0.61,11.9,,,,0.44,199.9,32.95,68.49,739.01,147.98,,None,30.35
31-08-2022 00:00,01-09-2022 00:00,29.14,126.91,44.53,23.54,42.82,33.03,9.07,0,22.48,0.61,11.99,,,,0.46,181.31,33.88,64.19,738.91,178.74,,None,31.13
01-09-2022 00:00,02-09-2022 00:00,32.65,116.33,39.74,11.68,30.63,34.91,7.46,0,22.02,0.51,5.62,,,,0.42,203.19,34.41,62.8,738.89,183.64,,None,31.06
02-09-2022 00:00,03-09-2022 00:00,65.27,165.66,69.02,40.99,70.04,43.64,7.87,0,11.42,1.78,24.63,,,,0.36,196.03,32.69,72.33,738.84,86.62,,None,30.95
03-09-2022 00:00,04-09-2022 00:00,22.68,113.27,38.22,16.93,34.09,38.58,8.77,0,11.06,0.54,12.59,,,,0.55,174.56,33.99,62.7,738.57,185.38,,None,31.44
04-09-2022 00:00,05-09-2022 00:00,16.36,93.38,36.07,12.67,29.49,34.65,9.78,0,12.15,0.4,5.02,,,,0.49,211.93,33.88,61.72,738.49,176.47,,None,31.57
05-09-2022 00:00,06-09-2022 00:00,17.24,86.53,32.92,9.63,25.34,30.54,7.67,0,16.66,0.37,3.75,,,,0.48,203.24,33.84,60.81,738.71,186.56,,None,31.86
06-09-2022 00:00,07-09-2022 00:00,23.46,98.43,33.47,14.99,29.99,34.34,7.59,0,12.3,0.49,7.07,,,,0.42,230.95,33.8,63.86,738.9,179.67,,None,31.54
07-09-2022 00:00,08-09-2022 00:00,25.96,99.42,36.91,21.52,36.18,36.46,16.9,0,15.17,0.34,2.93,,,,0.4,237.43,33.74,64.21,739.01,186.31,,None,31.29
08-09-2022 00:00,09-09-2022 00:00,36.88,104.69,38.47,10.88,29.3,38.81,8.83,0,20.77,0.36,2.89,,,,0.36,264.74,33.62,66.43,739.16,147.6,,None,31.13
09-09-2022 00:00,10-09-2022 00:00,34.94,82.33,32.45,17.59,31.18,42.48,9.55,0,18.24,0.4,2.97,,,,0.41,252.24,33.33,71.41,739.14,156.69,,None,31.85
10-09-2022 00:00,11-09-2022 00:00,35.35,83.02,26.34,8.03,20.54,43.22,5.84,0,14.92,0.37,2.71,,,,0.43,256.04,32.89,75.29,739.05,132.44,,None,30.93
11-09-2022 00:00,12-09-2022 00:00,20.72,56.88,31.22,11.75,26.17,34.08,13.05,0,14.43,0.37,2.66,,,,0.44,253,33.31,68.08,738.54,195.73,,None,30.78
12-09-2022 00:00,13-09-2022 00:00,18.92,60.02,30.87,11.57,25.83,29.74,10.99,0,17.58,0.32,2.52,,,,0.45,252.66,33.23,67.19,738.47,187.9,,None,30.08
13-09-2022 00:00,14-09-2022 00:00,8.61,33.3,23.92,8.92,19.98,29.08,17.22,0,14.66,0.21,1.97,,,,0.56,284.24,32.27,71.02,738.46,193.33,,14,30.62
14-09-2022 00:00,15-09-2022 00:00,7.25,28.79,22.26,8.78,18.98,29.96,5.29,0,15.92,0.19,1.96,,,,0.6,295.52,30.85,78.14,738.22,97.49,,11,31.74
15-09-2022 00:00,16-09-2022 00:00,6.85,16.03,17.92,7.73,15.82,28.65,5.26,0,18.56,0.18,2.13,,,,0.56,286.81,29.58,87.08,738.12,79.82,,4.67,32.3
16-09-2022 00:00,17-09-2022 00:00,7.61,16.13,25.1,13.41,24.26,25.58,7.33,0,22.15,0.27,3.47,,,,0.4,238.17,28.76,91.55,738,52.31,,1.67,32.72
17-09-2022 00:00,18-09-2022 00:00,23.42,71.5,33.88,20.45,34.64,27.72,11.97,0,46.37,0.42,7.54,,,,0.41,205.43,30.98,80.31,738.38,174.51,,1,32.6
18-09-2022 00:00,19-09-2022 00:00,33.46,108.12,35.39,14.42,30.55,30.03,6.49,0,42.97,0.53,7.05,,,,0.36,241.97,31.7,75.59,738.47,170.9,,None,32.62
19-09-2022 00:00,20-09-2022 00:00,43.07,130.8,41.17,16.74,35.51,32.38,11.65,0,33.22,0.49,5.55,,,,0.33,202.58,31.54,76.92,738.41,94.82,,None,30.96
20-09-2022 00:00,21-09-2022 00:00,23.73,80.33,42.02,21.93,40.18,33.15,4.74,0,19.43,0.44,4.63,,,,0.3,254.8,31.14,79.15,738.28,127.73,,None,31.3
21-09-2022 00:00,22-09-2022 00:00,25.16,66.57,41.96,22.81,40.87,33.1,5.04,0,16.82,0.51,6.92,,,,0.3,243.35,30.15,85.46,738.18,79.06,,4.5,31.47
22-09-2022 00:00,23-09-2022 00:00,14.13,34,27.35,13.75,25.75,33.88,4.65,0,9.04,0.32,7.62,,,,0.3,264.26,29.1,91.64,738.06,46.72,,3.26,31.63
23-09-2022 00:00,24-09-2022 00:00,10.21,18.36,43.16,9.58,30.74,31.75,9.97,0,15.86,0.24,5.61,,,,0.3,270.78,28.43,96.44,738,19.05,,7.34,32
24-09-2022 00:00,25-09-2022 00:00,12.75,23.53,23.02,9.93,20.32,26.65,7.47,0,20.03,0.15,2.93,,,,0.3,235.63,29,94.18,738,35.05,,2.83,32.28
25-09-2022 00:00,26-09-2022 00:00,14.27,45.44,34.44,16.92,32.1,21.87,4.59,0,30.36,0.3,4.39,,,,0.3,195.8,30.36,84.8,738.35,117.95,,2,32.77
26-09-2022 00:00,27-09-2022 00:00,21.29,61.25,33.39,11.48,27.09,21.95,3.82,0,27.38,0.29,2.85,,,,0.3,202.8,30.92,80.88,738.52,171.22,,None,31.6
27-09-2022 00:00,28-09-2022 00:00,26.59,103.56,39.17,13.19,31.56,24.39,2.44,0,28.36,0.29,3.98,,,,0.3,153.56,31.19,78.39,738.56,192.74,,None,29.82
28-09-2022 00:00,29-09-2022 00:00,36.2,126.95,37.65,14.47,29.6,28.82,6.22,0,36.52,0.31,4.04,,,,0.3,199.95,31.45,77.12,738.57,180.62,,None,29.63
29-09-2022 00:00,30-09-2022 00:00,44.54,131.72,39.28,0.99,20.98,32.47,6.2,0,41.35,0.36,5.06,,,,0.39,186.57,31.32,75.44,738.55,181.46,,None,30.48
30-09-2022 00:00,01-10-2022 00:00,56.57,149.85,48.35,1.71,25.98,36.94,7.36,0,42.77,0.44,6.1,,,,0.39,162.56,31.57,75.04,738.57,158.88,,None,31.92
01-10-2022 00:00,02-10-2022 00:00,54.42,154.35,42.98,4.28,25.29,35.78,9.28,0,38.74,0.34,4.32,,,,0.75,201.14,31.65,74.31,738.48,164.5,,3,29.39
